,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.003385907,0.015777213,0.0,0.0,0.016195482,0.0,0.0,0.04327614,0.0,0.061139353,0.04170732,0.0,0.00959309,0.022158142,0.0,0.053155158,0.0,0.021580808,0.034851313,0.014643184,0.0,0.058623407,0.07547605,0.0,0.0,0.058441482,0.0687606,0.0,0.0,0.012322608,0.0,0.0,0.0,0.0,0.027987821,0.0,0.0,0.0,0.004282931,0.0,0.0,0.0,0.0057716668,0.07959867,0.049415465,0.0,0.0,0.0,0.0,0.001777187,0.010961923,0.054757968,0.0,0.012641754,0.0,0.0,0.017637335,0.0,0.0,0.007911964,0.0042391703,0.009218267,0.0,0.0
1,0.0,0.014341164,0.0,0.0,0.035890408,0.0,0.0,0.02041014,0.0,0.07052233,0.040114455,0.0,0.008725432,0.028906457,0.0,0.05111965,0.0,0.0150686875,0.02361028,0.025936246,0.0,0.06390348,0.068708204,0.0,0.0,0.06264235,0.06504375,0.0,0.0,0.019555055,0.0,0.0,0.0,0.0,0.032959446,0.0,0.0,0.0,0.0032821065,0.0,0.0,0.0,0.009192077,0.07752814,0.047407933,0.0,0.0,0.0,0.0028255489,0.0,0.0053706253,0.03710392,0.0,0.013518933,0.0,0.0,0.0,0.0,0.0,0.00370113,0.0,0.010742711,0.0,0.0
2,0.013987027,0.022110736,0.0,0.0061528822,0.027551144,0.0,0.0,0.024157768,0.0,0.07508863,0.04559184,0.0,0.013283038,0.03485562,0.0,0.04011455,0.0,0.027172646,0.04123704,0.034100782,0.0,0.06340444,0.08106001,0.0,0.0,0.05630911,0.061440602,0.0,0.0,0.012027688,0.0,0.0,0.0,0.0,0.039387144,0.0,0.0,0.0,0.0032895347,0.0,0.0,0.0,0.00674507,0.08608776,0.056930132,0.00089096837,0.0030546747,0.0,0.0,0.0040966207,0.0002415143,0.040283334,0.0,0.008771079,0.0,0.0,0.013033413,0.0,0.0,0.005209213,0.003336547,0.0155628715,0.0,0.0
3,0.004180977,0.015705587,0.0,0.014301463,0.029385366,0.0,0.0,0.025865566,0.0,0.07367763,0.0405677,0.0,0.012863521,0.029241187,0.0,0.053978916,0.0,0.018960468,0.032267295,0.022829564,0.0,0.08388164,0.077880025,0.0,0.0,0.06760002,0.072115496,0.0,0.0,0.009663958,0.0,0.0012559048,0.0,0.0,0.03924016,0.0,0.0,0.0,0.01504148,0.0,0.0,0.0,0.0029939562,0.080440365,0.05861937,0.0,0.0,0.0,0.0,0.0,0.0,0.04570767,0.0,0.019054819,0.0,0.0,0.006361617,0.0,0.0,0.004531551,0.0,0.010623941,0.0,0.0
4,0.0154669685,0.0084917545,0.0,0.014666638,0.027799953,0.0,0.0,0.025285974,0.0,0.07008812,0.041047096,0.0,0.0,0.035816036,0.0,0.04655089,0.0,0.025802804,0.048754312,0.02520448,0.0,0.060388885,0.0723449,0.0,0.0,0.06253478,0.06857237,0.0,0.0,0.015100891,0.0,0.0,0.0,0.0,0.032352414,0.0,0.0,0.006103495,0.007352003,0.0,0.0,0.0,0.013595883,0.07985643,0.05066147,0.0,0.0,0.0,0.0,0.012888373,0.0,0.044514637,0.0,0.008211933,0.0,0.0,0.0052154614,0.0,0.0,0.008587208,0.0,0.014032498,0.0,0.0
5,0.0049728192,0.0,0.0,0.0044679395,0.04124239,0.0,0.0,0.01657385,0.0,0.06058067,0.03775213,0.0,0.009435527,0.033869732,0.0,0.055758663,0.0,0.015890066,0.030777056,0.022781782,0.0,0.06554579,0.07648977,0.0,0.0,0.06210915,0.061452843,8.453056e-05,0.0,0.020169927,0.0,0.00052328827,0.0,0.0,0.023980144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021581687,0.07895506,0.05638118,0.0,0.0,0.0,0.0,0.0,0.0,0.04740417,0.0,0.008713059,0.0,0.0,0.0,0.0,0.0,0.004107978,0.004150387,0.012707094,0.0,0.0
6,0.015614515,0.008330547,0.0,0.007903225,0.039449193,0.0,0.0,0.026350938,0.0,0.078472644,0.034252018,0.0,0.010635414,0.031913195,0.0,0.053251687,0.0,0.020149138,0.03782147,0.018543134,0.0,0.0643142,0.082762055,0.0,0.0,0.06134235,0.06780175,0.0,0.0,0.017206248,0.0,0.0,0.0,0.0,0.04062374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001134729,0.085721865,0.05236423,0.0,0.0,0.0,0.0,0.0,0.0,0.046466313,0.0,0.016206618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01761211,0.0,0.0
7,0.0,0.02633503,0.0,0.0,0.028953249,0.0,0.0,0.020892467,0.0,0.0608179,0.030621454,0.0,0.026369173,0.033691943,0.0,0.03932412,0.0,0.018379495,0.03696005,0.022462673,0.0,0.06532603,0.082548484,0.0,0.0,0.060673162,0.06524439,0.0,0.0,0.02548881,0.0,0.0027031917,0.0,0.0,0.03803589,0.0,0.0,0.0,0.002754401,0.0,0.0,0.0,0.0,0.09151923,0.051735975,0.0,0.0,0.0,0.0,0.0044961898,0.0,0.04172082,0.0,0.008843239,0.0,0.0,0.0,0.0,0.0,0.0040244563,0.0,0.009526614,0.0,0.0
8,0.009185782,0.0071192337,0.0,0.011504023,0.03959494,0.0,0.0,0.034533538,0.0,0.07131168,0.042780086,0.0,0.0037980229,0.028178744,0.0,0.050893176,0.0,0.02279705,0.030293183,0.025906779,0.0,0.061472367,0.069782846,0.0,0.0,0.06662321,0.0668693,0.0,0.0,0.0049556363,0.0,0.0,0.0,0.0,0.031160966,0.0,0.0,0.0,0.0008697381,0.0,0.0,0.0,0.012938421,0.068780705,0.04870585,0.0,0.0,0.0,0.000796617,0.012909575,0.0,0.050655786,0.0,0.006939169,0.0,0.0,0.014260993,0.0,0.0,0.0,0.0,0.01064896,0.0,0.0
9,0.007987664,0.00034086965,0.0,0.009696328,0.0374064,0.0,0.0,0.025776263,0.0,0.07093659,0.040128537,0.0,0.013197104,0.03777319,0.0,0.044527087,0.0,0.027860384,0.038932674,0.016669486,0.0,0.06607103,0.07279718,0.0,0.0,0.070949696,0.06261637,0.0,0.0,0.012271417,0.0,0.0003704303,0.0,0.0,0.03467371,0.0,0.0,0.0,0.010840678,0.0,0.0,0.0,0.010807432,0.07030683,0.061049417,0.0,0.0,0.0,0.0,0.00045011844,0.0,0.05789408,0.0,0.016259221,0.0,0.0,0.011922476,0.0,0.0,0.0054409024,0.0,0.015267977,0.0,0.0
