,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.0,0.0,0.0,0.0,0.0033174697,0.0145386085,0.0,0.053039216,0.058272447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03387819,0.0,0.0,0.012036327,0.0052953027,0.0,0.03185706,0.0041410364,0.0,0.0,0.018882995,0.01613647,0.006461505,0.0,0.03890862,0.023592856,0.027232096,0.0,0.010818802,0.0,0.033598427,0.0,0.0,0.024067063,0.0,0.034559548,0.0,0.0,0.0135434,0.0,0.042749997,0.016106984,0.0013781451,0.01716565,0.029375749,0.00329128,0.020994686,0.0315212,0.0,0.015595128,0.0025204811,0.0,0.009222854,0.0,0.019833283,0.004821402,0.06368916,0.027066102,0.0,0.0,0.026269563,0.0,0.05704323,0.013851929,0.023844464,0.017336406,0.0,0.0,0.04470388,0.010526808,0.023834422,0.0,0.037624255,0.0,0.012573937,0.0,0.0197967,0.029654378,0.0,0.073789656,0.07625365,0.0,0.0,0.0,0.010622747,0.0323761,0.0,0.0,0.0,0.0,0.018580265,0.0,0.0,0.0,0.0,0.0,0.025726818,0.016079804,0.0,0.0,0.02339347,0.024625024,0.008502601,0.011562058,0.0109263975,0.022230666,0.0,0.0022744648,0.03966753,0.05022362,0.07899156,0.0,0.010924485,0.00857011,0.0,0.037817884,0.0,0.0162347,0.0,0.07085271,0.0,0.0
1,0.0,0.00408512,0.0,0.0,0.0037045814,0.005420274,0.0,0.049950562,0.05331277,0.0,0.01062096,0.010273507,0.0,0.0,0.0,0.0,0.04225881,0.0,0.0,0.011937501,0.012499023,0.0,0.033479273,0.0,0.0,0.0,0.025025684,0.008076126,0.005910665,0.0,0.03389828,0.037126645,0.023542717,0.005081432,0.01757403,0.0,0.042944472,0.0,0.0,0.02633469,0.0,0.029086461,0.0,0.007854478,0.0,0.0,0.045134053,0.0,0.0033477899,0.013060393,0.020726409,0.0091758985,0.017796636,0.021525638,0.0,0.018481825,0.0,0.0,0.028544568,0.0,0.031556226,0.0016376264,0.067528084,0.022542087,0.0,0.0009225346,0.038081035,0.0,0.036909945,0.015387818,0.014652465,0.0,0.0,0.0,0.04275322,0.0069320835,0.011470409,0.0,0.030440224,0.0,0.01599165,0.0,0.028421327,0.034234807,0.0,0.07247428,0.084592104,0.0,0.007463925,0.0,0.014543438,0.027242905,0.0,0.0,0.0,0.0,0.0117758345,0.0,0.0,0.0,0.0,0.008902103,0.027608158,0.010156106,0.0,0.0,0.019229267,0.025426466,0.010009306,0.013027603,0.009765856,0.017710164,0.0,0.0,0.02702726,0.046375167,0.08391167,0.0,0.006444603,0.0127996635,0.0,0.028023563,0.0,0.026458086,0.0045536356,0.049842667,0.0,0.0
2,0.0,0.0029728673,0.0,0.0,0.0,0.01779461,0.0024454584,0.03961219,0.05517114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03800073,0.0,0.0,0.0076410053,0.007154422,0.0,0.03414863,0.004531322,0.0,0.0,0.031284217,0.0033542477,0.009808521,0.0,0.048235357,0.03723395,0.030355923,0.0063442755,0.035085514,0.0,0.040371496,0.0,0.0,0.020667914,0.0,0.031724658,0.0,0.0,0.0,0.0,0.047480088,0.009965993,0.007951602,0.01420846,0.0100553,0.0,0.030722393,0.028851753,0.0,0.038605433,0.0009694062,0.0,0.031916752,0.0,0.025714505,0.0034188535,0.08063483,0.028525561,0.0,0.0,0.03664437,0.0,0.043412227,0.024678975,0.019230664,0.0,0.0,0.0,0.047882933,0.0,0.01747894,0.0,0.031204507,0.0,0.02441982,0.0018593492,0.037523977,0.050083235,0.0,0.071476534,0.08130525,0.0,0.01056685,0.0,0.007746812,0.043437585,0.0,0.0,0.0,0.0,0.020697663,0.0,0.0,0.0,0.0,0.0,0.03520078,0.02822024,0.0,0.0,0.020923104,0.01844439,0.013052423,0.007327416,0.017569061,0.019807754,0.0,0.0,0.026795797,0.04909306,0.1006604,0.0,0.0026516747,0.011265248,0.0,0.029603757,0.0,0.01620342,0.0036857417,0.056082692,0.0,0.0
3,0.0,0.00658495,0.0,0.0,0.008752573,0.0142416805,0.0,0.04439234,0.050508477,0.0,0.00197874,0.00115663,0.0,0.0,0.0,0.0,0.034034066,0.0,0.0,0.004172757,0.0038256068,0.0,0.041992873,0.0014965646,0.0,0.0,0.02831516,0.007918987,0.013507451,0.0,0.03981105,0.0346473,0.031461395,0.0040902523,0.015066596,0.0,0.038488604,0.0,0.0,0.019629065,0.0,0.036542892,0.0,0.0016192002,0.0,0.0,0.043470748,0.023807066,0.01124374,0.0030974038,0.022617884,0.00442796,0.016891938,0.023229115,0.0,0.018988531,0.0021263734,0.0,0.035253406,0.0,0.021340918,0.0037604999,0.070134714,0.021863598,0.0,0.0,0.041048232,0.0,0.04372026,0.010854017,0.017019063,0.0029399162,0.0,0.0,0.047082804,0.0057498123,0.014978297,0.0,0.03511829,0.0,0.02672105,0.0,0.019723203,0.040388808,0.0,0.062874846,0.08743113,0.0,0.008589011,0.0,0.009760913,0.027756166,0.0018800441,0.0,0.0,0.0,0.01281992,0.0,0.0,0.0,0.0,0.0,0.028158803,0.020019649,0.0,0.0,0.014092686,0.020645559,0.0071234144,0.014694773,0.010011235,0.012694978,0.0,0.00067833066,0.017657313,0.038133685,0.09358148,0.0,0.011949319,0.015892066,0.0,0.030991536,0.0,0.026033586,0.0013740342,0.06485172,0.0,0.0
4,0.0,0.0030886857,0.0,0.0,0.008946879,0.005386808,0.0022287592,0.042047217,0.044403523,0.0,0.00937607,0.0031425506,0.0,0.0,0.0,0.0,0.04612644,0.0,0.0,0.005135965,0.0025875159,0.0,0.043269888,0.0028395131,0.0,0.0,0.025739193,0.009319611,0.011120424,0.0,0.03542932,0.025695428,0.030274026,0.004471803,0.023822559,0.0,0.04417284,0.0,0.0,0.02881357,0.0,0.03512475,0.0,0.0007179389,0.00026517455,0.0,0.037252307,0.012272432,0.0070778653,0.022010982,0.015628338,0.0,0.018942755,0.03030366,0.0,0.021906,0.005641438,0.0,0.02283573,0.0,0.025996968,0.0,0.07324942,0.02136676,0.0,0.0,0.03805028,0.0,0.048102703,0.018490208,0.024865681,0.0,0.0,0.0,0.04424337,0.0,0.010306422,0.0,0.033955537,0.0,0.007912608,0.002186084,0.022571422,0.03354399,0.0,0.079933174,0.08425722,0.0,0.0039303866,0.0,0.009770675,0.027781736,0.0,0.0,0.0,0.0,0.011417892,0.0,0.0,0.0,0.0,0.0009751059,0.023791272,0.029861633,0.0,0.0,0.030409513,0.017872097,0.010796856,0.0,0.0059508365,0.015247723,0.0,0.0028618863,0.01866468,0.04222156,0.09502794,0.0,0.017174331,0.00794603,0.0,0.029428564,0.0,0.016171698,0.010625588,0.054333597,0.0,0.0
5,0.0,0.011222295,0.0,0.0,0.0,0.0066682156,0.0,0.04406543,0.046613444,0.0,0.0021970384,0.0,0.0,0.0,0.0,0.0,0.032784726,0.0,0.0,0.0054131933,0.0037850365,0.0,0.0374242,0.0043908954,0.0,0.0,0.03614459,0.008947058,0.0014343048,0.0,0.04778363,0.030647041,0.031501383,0.0,0.017598316,0.0,0.038623556,0.0,0.0,0.03129735,0.0,0.022566304,0.0,0.0,0.010590505,0.0,0.04565683,0.026841134,0.012391292,0.012019005,0.020691797,0.0,0.015938917,0.027735896,0.0,0.013421169,0.0,0.0,0.028613754,0.0,0.022526018,0.0094760675,0.06840623,0.029471718,0.0,0.0,0.043513224,0.0,0.044186458,0.018651012,0.017319923,0.012792618,0.0,0.0,0.05750632,0.0,0.020172048,0.0,0.03639305,0.0,0.020720918,0.004383378,0.028138394,0.028098278,0.0,0.064126946,0.074708596,0.0,0.007266287,0.0,0.019171871,0.042825304,0.0,0.0,0.0,0.0,0.020097923,0.0,0.0,0.0,0.0,0.0,0.021496065,0.017443566,0.0,0.0,0.03418047,0.0058583748,0.009633601,0.0136516625,0.013395478,0.019030582,0.0,0.0,0.021927614,0.039172377,0.093512334,0.0,0.011427161,0.016562564,0.0,0.031065468,0.0,0.022011232,0.011369135,0.071493044,0.0,0.0
6,0.0,0.0041604917,0.0,0.0,0.0010409039,0.010391625,0.0,0.04415498,0.057826135,0.0,0.0026637465,0.0059341043,0.0,0.0,0.0,0.0,0.038975347,0.0,0.0,0.009219452,0.010234889,0.0,0.04074067,0.0005290434,0.0,0.0,0.028621122,0.012525091,0.008954501,0.0,0.04848001,0.030161453,0.039778188,0.006269539,0.022332994,0.0,0.043196365,0.0,0.0,0.022166435,0.0,0.037033442,0.0,0.0,0.0,0.0,0.047527112,0.015679833,0.0010886453,0.013301281,0.028635703,0.0,0.026487563,0.024060117,0.0,0.027904391,0.0,0.0,0.03094108,0.0,0.029641725,0.0,0.06365677,0.024485497,0.0,0.00013096072,0.03736053,0.0,0.03480641,0.005291771,0.007588663,0.005398376,0.0,0.0,0.039434366,0.001689868,0.014293005,0.0,0.023678288,0.0,0.02528563,0.00030551222,0.036650736,0.039659582,0.0,0.06689206,0.07920742,0.0,0.0,0.0,0.010666667,0.03553909,0.0,0.0,0.0,0.0,0.01982519,0.0,0.0,0.0,0.0,0.0,0.03099584,0.019824931,0.0,0.0,0.03448865,0.008626042,0.007343961,0.02810628,0.019965475,0.013984684,0.0,0.0,0.028734367,0.045933355,0.09430787,0.0,0.010661539,0.013194742,0.0,0.030074256,0.0,0.020520294,0.0048868777,0.06961305,0.0,0.0
7,0.0,0.013959142,0.0,0.0,0.0015735123,0.008961053,0.0,0.056666333,0.039415557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051496755,0.0,0.0,0.014692059,0.020181451,0.0,0.031102039,0.0,0.0,0.0,0.03686405,0.020273961,0.017057639,0.0,0.046461403,0.043460675,0.026941048,0.00048892014,0.01621785,0.0,0.034450255,0.0,0.0,0.027104296,0.0,0.017115345,0.0,0.007403662,0.0,0.0,0.039105315,0.014229255,0.0045522507,0.0072752945,0.015467084,0.0,0.018874658,0.012121137,0.0,0.019223604,0.0,0.0,0.030633017,0.0,0.024760224,0.0,0.074958414,0.027241614,0.0,0.0,0.043422833,0.0,0.03784747,0.022462197,0.013957778,0.0,0.0,0.0,0.040461607,0.0040978044,0.015197412,0.0,0.028900407,0.0,0.016546033,0.0,0.026304193,0.03697009,0.0,0.056820165,0.09458813,0.0,0.011411378,0.0,0.0127500035,0.03032859,0.0,0.0,0.0,0.0,0.013850376,0.0,0.0,0.0,0.0,0.0015410362,0.03993827,0.015159747,0.0,0.0,0.025914107,0.03348022,0.00776577,0.0,0.011531283,0.011915847,0.0,0.0004238058,0.022017337,0.052774586,0.07393223,0.0,0.019498222,0.015537404,0.0,0.034760162,0.0,0.027290134,0.010610178,0.06570427,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0069217943,0.0028868439,0.0,0.048390027,0.060747202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030203689,0.0,0.0,0.009974724,0.0018779673,0.0,0.03164047,0.0044090822,0.0,0.0,0.02509163,0.0062727053,0.003330377,0.0,0.039749555,0.030997725,0.036360253,0.003275834,0.013035664,0.0,0.04899554,0.0,0.0,0.027706584,0.0,0.02566651,0.0,0.006056424,0.0,0.0,0.043335505,0.00884475,0.013643969,0.005595263,0.024116073,0.0,0.026430255,0.022947233,0.0,0.017041508,0.0,0.0,0.026781542,0.0,0.025155587,0.0,0.06519733,0.02249801,0.0,0.002437584,0.038372472,0.0,0.054010812,0.016106687,0.027196607,0.010640545,0.0,0.0,0.05021625,0.003122352,0.021801258,0.0,0.029243963,0.0,0.01983088,0.0,0.028577322,0.025738217,0.0,0.062034946,0.08285183,0.0,0.015369043,0.0,0.007531391,0.035663754,0.0,0.0,0.0,0.0,0.01284305,0.0,0.0,0.0,0.0,0.0,0.022275213,0.026966276,0.0,0.0,0.023791812,0.019768562,0.00809131,0.018577745,0.02120441,0.019592784,0.0,0.0017434135,0.026393883,0.039441925,0.09336147,0.0,0.01381406,0.019533187,0.0,0.023764517,0.0,0.021822903,0.008146966,0.05853521,0.0,0.0
9,0.0,0.005422998,0.0,0.0,0.00550811,0.014908113,0.0,0.033050634,0.058495678,0.0,0.007973665,0.0,0.0,0.0,0.0,0.0,0.03969466,0.0,0.0,0.005710096,0.0056609865,0.0,0.033023678,0.009417485,0.0,0.0,0.020554027,0.011626674,0.007194844,0.0,0.047873616,0.038277548,0.03436129,0.012765754,0.028865695,0.0,0.034161013,0.0,0.0,0.023199944,0.0,0.02836246,0.0,0.0,0.0,0.0,0.037241004,0.017894771,0.0051436983,0.0167413,0.013995504,0.0,0.024095722,0.018972848,0.0,0.0069840057,0.0,0.0,0.020303767,0.0,0.02734832,0.0,0.06284494,0.036573533,0.0,0.0,0.042789552,0.0,0.05575534,0.027961053,0.02139058,0.0,0.0,0.0,0.037275016,0.0,0.015734851,0.0,0.029703438,0.0022415533,0.009557032,0.0007737995,0.029775204,0.034669254,0.0,0.07342536,0.08166749,0.0,0.007087802,0.0,0.011419058,0.03587445,0.0,0.0,0.0,0.0,0.014198849,0.0,0.0,0.0,0.0,0.006045034,0.02972991,0.020161465,0.0,0.0,0.021428844,0.012201431,0.00771912,0.004199161,0.009706962,0.01067619,0.0,0.0,0.023868889,0.05193927,0.09499052,0.0,0.011784205,0.019271389,0.0,0.029372107,0.0,0.017927863,0.0,0.073157705,0.0,0.0
